success,status_code,elapsed_ms,error
True,200,7.01,
True,200,6.84,
True,200,6.07,
True,200,25.72,
True,200,25.87,
True,200,25.87,
True,200,26.21,
True,200,25.00,
True,200,26.53,
True,200,13.95,
True,200,12.41,
True,200,12.09,
True,200,12.16,
True,200,12.12,
True,200,12.20,
True,200,13.11,
True,200,13.07,
True,200,11.07,
True,200,13.03,
True,200,10.96,
True,200,10.96,
True,200,20.69,
True,200,6.54,
True,200,6.61,
True,200,9.95,
True,200,10.03,
True,200,10.01,
True,200,9.59,
True,200,9.46,
True,200,9.39,
True,200,9.39,
True,200,9.33,
True,200,7.90,
True,200,6.72,
True,200,5.69,
True,200,9.09,
True,200,6.84,
True,200,9.07,
True,200,18.55,
True,200,11.32,
True,200,5.97,
True,200,11.90,
True,200,20.41,
True,200,11.61,
True,200,13.73,
True,200,12.00,
True,200,20.96,
True,200,13.81,
True,200,14.39,
True,200,24.64,
True,200,13.56,
True,200,18.95,
True,200,11.32,
True,200,11.32,
True,200,11.15,
True,200,11.14,
True,200,9.35,
True,200,9.27,
True,200,9.87,
True,200,8.14,
True,200,10.14,
True,200,9.20,
True,200,9.15,
True,200,9.03,
True,200,9.02,
True,200,16.42,
True,200,9.16,
True,200,9.77,
True,200,8.80,
True,200,9.73,
True,200,8.70,
True,200,9.47,
True,200,8.72,
True,200,8.62,
True,200,9.57,
True,200,16.38,
True,200,9.41,
True,200,8.24,
True,200,9.44,
True,200,8.18,
True,200,8.11,
True,200,16.12,
True,200,8.28,
True,200,15.76,
True,200,7.98,
True,200,6.93,
True,200,7.90,
True,200,6.88,
True,200,7.91,
True,200,8.17,
True,200,8.06,
True,200,8.05,
True,200,8.22,
True,200,8.24,
True,200,7.78,
True,200,7.92,
True,200,8.13,
True,200,14.41,
True,200,14.51,
True,200,7.01,
True,200,6.93,
True,200,7.68,
True,200,7.64,
True,200,14.51,
True,200,7.20,
True,200,7.21,
True,200,7.02,
True,200,6.94,
True,200,14.10,
True,200,14.04,
True,200,13.91,
True,200,13.86,
True,200,7.92,
True,200,6.02,
True,200,15.24,
True,200,8.33,
True,200,7.27,
True,200,7.33,
True,200,6.68,
True,200,6.97,
True,200,14.15,
True,200,6.07,
True,200,6.54,
True,200,6.59,
True,200,12.95,
True,200,5.86,
True,200,9.79,
True,200,6.72,
True,200,5.54,
True,200,5.27,
True,200,5.52,
True,200,7.81,
True,200,7.75,
True,200,7.30,
True,200,7.10,
True,200,6.99,
True,200,6.90,
True,200,7.03,
True,200,5.64,
True,200,5.69,
True,200,13.12,
True,200,5.59,
True,200,5.61,
True,200,8.11,
True,200,8.98,
True,200,8.57,
True,200,5.04,
True,200,5.20,
True,200,7.56,
True,200,6.59,
True,200,7.15,
True,200,13.82,
True,200,7.95,
True,200,6.93,
True,200,13.35,
True,200,6.43,
True,200,6.37,
True,200,6.49,
True,200,6.60,
True,200,5.81,
True,200,5.92,
True,200,5.88,
True,200,11.24,
True,200,11.58,
True,200,5.51,
True,200,3.99,
True,200,7.18,
True,200,5.79,
True,200,7.29,
True,200,7.28,
True,200,14.45,
True,200,6.35,
True,200,6.21,
True,200,6.19,
True,200,5.05,
True,200,5.10,
True,200,15.03,
True,200,8.48,
True,200,8.49,
True,200,5.34,
True,200,8.02,
True,200,7.61,
True,200,14.47,
True,200,7.61,
True,200,7.64,
True,200,14.48,
True,200,8.68,
True,200,8.89,
True,200,7.24,
True,200,7.20,
True,200,7.10,
True,200,6.95,
True,200,8.44,
True,200,8.17,
True,200,8.20,
True,200,5.37,
True,200,8.30,
True,200,7.52,
True,200,7.49,
True,200,6.53,
True,200,7.31,
True,200,7.15,
True,200,7.09,
True,200,4.98,
True,200,11.64,
True,200,8.10,
True,200,10.01,
True,200,16.67,
True,200,16.41,
True,200,2.26,
True,200,6.56,
True,200,6.78,
True,200,6.91,
True,200,6.93,
True,200,12.87,
True,200,6.55,
True,200,6.58,
True,200,7.84,
True,200,7.87,
True,200,8.11,
True,200,6.45,
True,200,7.91,
True,200,7.67,
True,200,6.84,
True,200,6.79,
True,200,7.28,
True,200,8.90,
True,200,8.77,
True,200,7.34,
True,200,7.11,
True,200,15.07,
True,200,5.80,
True,200,7.37,
True,200,5.87,
True,200,7.60,
True,200,5.74,
True,200,14.60,
True,200,7.14,
True,200,7.11,
True,200,7.07,
True,200,6.98,
True,200,6.99,
True,200,13.38,
True,200,5.96,
True,200,5.69,
True,200,6.43,
True,200,7.48,
True,200,4.70,
True,200,4.83,
True,200,3.42,
True,200,8.88,
True,200,8.86,
True,200,8.86,
True,200,3.45,
True,200,3.32,
True,200,7.54,
True,200,7.41,
True,200,14.40,
True,200,7.21,
True,200,7.18,
True,200,6.73,
True,200,7.07,
True,200,7.02,
True,200,7.02,
True,200,5.76,
True,200,5.62,
True,200,5.59,
True,200,12.90,
True,200,4.86,
True,200,13.51,
True,200,6.51,
True,200,6.80,
True,200,11.08,
True,200,6.45,
True,200,6.81,
True,200,6.93,
True,200,7.01,
True,200,13.23,
True,200,7.51,
True,200,7.40,
True,200,7.53,
True,200,14.24,
True,200,9.09,
True,200,9.25,
True,200,17.53,
True,200,8.78,
True,200,7.25,
True,200,10.23,
True,200,10.31,
True,200,7.63,
True,200,5.74,
True,200,7.55,
True,200,7.97,
True,200,8.54,
True,200,8.65,
True,200,9.48,
True,200,7.20,
True,200,7.99,
True,200,6.11,
True,200,11.16,
True,200,10.68,
True,200,15.73,
True,200,6.22,
True,200,7.68,
True,200,8.61,
